Review,Sentiment
Posted: July 11Dr. Bacon rewarded me with a bottle of olive oil for discovering mysterious ancient sea people.,0.0
Posted: June 29Imagine Paying $250k to see the bottom of the ocean when instead you could of just bought this.,0.0
Posted: September 20Never in my life did I think pixel art sushi would look so appealing,0.5
"Posted: June 6Early Access ReviewAs a very, very picky gamer, Dave the Diver absolutely HITS. Well made and loaded with content. Every time I reach a place in this game where it feels like I've done just about everything, more new content shows up. It's actually the biggest dopamine hit I've gotten from a game in ages. There's just always something new/more to do. And to think this isn't even the full release yet.. Highly recommendedFull Release Edit: Yeah it somehow just got 10x better",0.13063636363636363
"Posted: June 29I love it, you can play at your own pace, theres no pressure whatsoever, this makes it the perfect relaxing game filled with mini games, exploration, a nice story, and light rpg elements (upgrading items/sushi bar etc). Its an addictive game, with a relaxing and fun atmosphere in wich you can sink many hours.",0.3181818181818182
"Posted: December 17, 2022Early Access ReviewYou can use a golf club to beat jellyfish to death and the ecological society will reward you. You can use a katana to kill a shark and then serve its entire head to your customers. Game of the year.",0.0
"Posted: July 23I don't know if you can tell by my hours, but I love this game. I've been spending so much time jamming to it's music, finding fish to level my sushi recipes and other stuff!It's funny, pretty and the story is super easy. Some of the boss fights are hard until you figure things out. I have found that some of the quests will come back around, so if you don't succeed at them you can try again another time.10/10, this is a blast.",0.11499999999999999
"Posted: July 15>Subnautica""We don't want guns in our game because we want players to respect the beautiful ocean"">Chad Dave the Diver""You wanna hunt Tuna with an M32 Grenade Launcher? Go for it King""⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄",0.22499999999999998
"Posted: June 9Early Access Reviewawesome gameplay, mini game galore(you will not and can not guess what kind of uniquely weird shenanigan going to happen next), unbelievable addicting and satisfying catch and profit loop. spear fishing trip swapped with base building gameplay  and countless mission just so goodtoo few non fish creature tho, hope there more crab, shellfish and lobster to catch. also more non shark enemy, almost every mini boss are shark, should have sailfish or something like that too.",-0.00454545454545455
"Posted: August 2Overhelmingly positive should be right for this game.It's not too hard, it's fun and it's addictive. O! And it made me laugh out loud several times because of the characters and the story. It's over the top. Beside all of that the diving is very relaxing and the game doesn't hurry you up so you can make sushi and sell it at your own tempo and upgrade your stuff before you want to go deeper into the story. The upgrades are great and realy help you along deeper/diving into the game. Yep, Dave hit several of my game spots. I really like Sushi by the way.",0.11890119684237334
"Posted: September 3Product received for freeDave the Diver is an extremely diverse, distinctive, and captivating adventure RPG. It does not stick to a specific genre and has constant surprises for players. I have never played anything even remotely similar and am blown away at the amount of interesting concepts jumbled masterfully together to create the memorable experience that is, Dave the Diver. This astonishing Indie is well deserving of its “overwhelmingly positive” rating here on Steam and I am ecstatic to see it rightfully receiving its success and well-deserved recognition.ProsConstant new content to learn & discover that regularly evolvesExtremely addictive & distinctive gameplay loopImmense attention to detailBrilliant pacing and delivery of new conceptsQuirky pixel artComedic dialogueConsProlonged loading screensMinor mechanics not fully explainedIf you would like to see more reviews written by me, please follow my curator page and help support my workCookie Reviews.StoryYou play as Dave, and you guessed it, he is a diver. Dave begins diving in the “blue hole” which is a marine biological hotspot that provides habitat to a diverse range of aquatic life. Dave dives and collects marine life to be used in the accompanying sushi shop. Dave soon finds himself entangled in the mystery of a long-forgotten “sea people” civilisation and will use his diving skills to discover more about them and help various other characters along the way.Whilst there is a strong narrative in the game, the characters are all so lovingly wacky. From the Anime-girl-obsessed-gun-making nerd, to the stoic sushi chef, or the vegetable loving rapper. Despite the crazy characters, there are fantastic foundations for each of them and I adored them all.DAVE THE DIVERA Screenshot of DAVE THE DIVERBy:Mz CookiesGameplay: Brief synopsisAs aforementioned, I have never played a game with as much variation as Dave the Diver, but I will attempt to explain the core gameplay. During the day, Dave is able to dive into the ocean, explore it, collect fish via various methods, pick up objects, complete quests etc. At night, the sushi bar opens and he will help serve there. This means typical Cooking Dash style gameplay, running around clicking on food and taking it to the customer and serving drinks. Have to be quick though, as customers do not have high patience levels. Dave will earn money after each sushi serving shift and this can then be used on upgrades and many other things. The games pacing is absolutely fantastic despite the enormous amount of extra content that gets added later, things are introduced slowly and are generally easy to understand. Perhaps the biggest downfall about this game is the lie I would tell myself after playing until the early hours of the morning, saying “one more dive, then I will go to bed.” Definitely not.DivingIn the beginning, Dave can only dive to limited depths and has restricted cargo capacity. These will increase as different elements are upgraded such as oxygen tank capacity etc. Dave can hunt fish via a variety of methods, using a harpoon to manually pull fish in, or various guns and tools. Everything can be upgraded and there are also different types that can be added such as incendiary, poison or tranquiliser. Bigger fish such as sharks require more effort and stronger guns, and sometimes quick time events will trigger where a button must be mashed to pull in a fish. While diving, Dave must be careful of his oxygen levels as if it runs out, he will need to be rescued resulting in everything in his inventory being lost except 1 item. Oxygen also acts as his health, and if hurt by other fishes or the environment, his oxygen levels will quickly deplete. There are lots of goodies to be found in exploration that can be used in crafting and also includes plenty of oxygen spots to refuel. As the game progresses, players will have access to further locations such as glacier waters, caves and of course, the deep sea. Each area has unique fish to be discovered, with over 200 to find in total.DAVE THE DIVERA Screenshot of DAVE THE DIVERBy:Mz CookiesCombatThere is a decent amount of combat in the game, including many boss fights. The boss fights are all exceptionally different and vary in difficulty. As said earlier, guns can be crafted and upgraded to help in the battles. Specific fish will also automatically target Dave if he gets close and these first encounters can actually be quite scary, specifically with the large sharks!CookingFurther to the basic Cooking Dash style mechanics, the menu must be selected daily based off the fish Dave brings back from his adventures. Recipes must be researched, additional staff can be hired, décor can be purchased and later in the game, even a second branch of the shop can be opened and managed. Each dish is priced differently, usually depending on rarity and can be upgraded with special items to increase its value and “tastiness”.  This variation from diving to serving was absolutely phenomenal and kept me addicted from the get-go.ExtrasI cannot possibly describe everything in this game as there is just too much, and it constantly switches genre. However, some of the highlights include having a fish farm, VIP visits, cooking competitions, rhythm mini games, managing a vegetable farm, side quests, taking photos of wildlife, chase sequences, puzzles, unique segments controlling two characters at once, riding a beluga whale, tranquilising large sharks and using a drone to transport them back to the fish farm and so, so much more. The game can easily be continued after completing the story and there is enough in management style mechanics to keep you busy for hundreds of hours. From collecting all of the fish, to running a successful fish and vegetable farm, to operating and managing your sushi employees and second branch. No two dives are the same.Visuals & SoundDave the Diver is visually stunning, utilising a combination of pixel art with 2D/3D art to create a beautiful oceanic environment brimming with aquatic life. Seeing whales, turtles and manta rays created a sense of awe within me. A testament to the efficacy of the gorgeous environment.DAVE THE DIVERA Screenshot of DAVE THE DIVERBy:Mz CookiesThe soundtrack is casual yet addictive, giving a laidback beach vibe, but ramping up the stress during fast-paced sequences. Characters are not voiced, but speak in a robotic monotone voice that at first I didn’t like, but it grew on me shortly after.Technical & StatsThis game was played using a keyboard & mouse, and with the following PC specs.:AMD Ryzen R5 7600x 5.4 GHz32GB DDR5 5200 CL36 RAMRadeon RX 6800 XT2560x1440 resolutionNVMe 3.0 SSDWindows 10Playtime:22-25 hours to complete the story. 50+ hours for completionists, or plenty of additional content to enjoy after finishing the game.Controller Recommended?Player choiceConclusionDave the Diver is an experience that I will hardly forget and is well deserving of its many accolades. It is almost unbelievable that developers managed to pack this much content into one Indie game and make it not only coherent, but brilliant. From a quirky story, an extremely addictive gameplay loop to new engaging mechanics introduced throughout the entirety of the game, there is an abundance to love and I highly recommend it at its bargain full price cost of only $AU29.99.Follow our curator page,IndieGemsif you enjoyed this review and wish to see more like it",0.11969840208810793
Posted: August 24I love Dave.,0.5
Posted: September 23Loved it. I am almost to scared to finish it cause then what? What do I play next that will compare?Super cool game.,-0.01666666666666668
"Posted: August 16Dave the Diver is A LOT of things and it's not shocking how all the reviews are OVERWHELMINGLY positive.You hunt and photograph fish, farm fish and food, unravel mysteries deep underwater, and help run a sushi restaurant. While it all sounds like a lot, it honestly is pretty well balanced. I was surprised just how much content was in the game, especially with it being a $20 indie game.The basis of the game and the controls were very simple to understand, yet the game still had a lot of depth to it. The music was amazing and complemented the gameplay really well. The visuals and graphics were full of detail and looked beautiful even for being a pixel-like style.The characters and the cut-scenes are THE BEST PART in my opinion. From an anime-obsessed gun maker to cooking competitions between chefs, the cut-scenes are just *chefs kiss.* I took so many screenshots because of dumb, funny, or cool visuals.There was also an assortment of boss fights and underwater puzzles that kept the game interesting. There are a ton of different weapons to craft and also a bunch of unique weapons you can find while exploring!I cannot stress enough just how much stuff is packed into this little game.Few small things I didn't like:- The mouse icon isn't at all themed towards the game. While this sounds like something so minimal (and it is tbh), it sticks out like a sore thumb compared to all of the amazing art and details that the game has.- There weren't a lot of graphic settings. I kept getting some tearing and unfortunately, there was no vsync option. You can basically only change the resolution. Not a huge deal but having options is always nice.- For how much content is in the game, it can feel a bit repetitive at times. It's a constant gameplay loop of checking all your farms, diving, running the restaurant, etc that eventually gave me burnout but that may have just been because I was 100%ing the game.It probably took me around 30hrs to beat and 57hrs to 100%.I highly recommend this game to anyone who likes adventure and restaurant management games/sims. It's a great game to just relax and chill out on.",0.07875000000000001
Posted: September 9This better get DAVE of the year,0.5
"Posted: November 11, 2022Early Access ReviewThis game works perfectly on Steamdeck.",0.3
"Posted: July 16This game got me through a really dark place in my life. I lost my job, spouse, and home in less than a year. I would chop wood and fish when I couldn't find the energy to do anything else and fall asleep on the couch listening to the background music. But when I played Dave the Diver first time, my whole life changed. The little successes I had were the catalyst I needed to think maybe I could have little successes again in life, too. Highly recommend. Thank you for making this game.",-0.09796296296296296
"Posted: November 8, 2022Early Access ReviewAfter 40 hours, and 100% completing this early access game, I can say that it's one of the most fun I've played. I keep playing even though there is nothing left to do, and there is no more fish to catch because it is still enjoyable after. My life feels so meaningless now, I eat sushi in the darkness and play the same overpriced FPS in hopes that the full game releases soon.Amazing ! 5 stars ! 10/10 !",-0.01647727272727273
"Posted: October 27, 2022Early Access ReviewIm 5.5 hours in so far and this game is really great! The art style is fantastic, the cut scenes have an afro samurai vibe which looks incredible. The game play is well balanced with a great mix of mini games and story quests which break up the main gameplay of supplying the sushi restaurant with fresh fish. The story has me hooked (ha). The game feels very polished and finished despite it just releasing in early access which is refreshing compared to other early access games on steam. My only complaint is I wish the game had ultra wide support. But that is a very very minor complaint.",0.09888888888888893
"Posted: March 9Early Access ReviewYou may think this game is just diving, catching fish and running a sushi restaurant but its not. Its so much more than that. Its an EXPERIENCE with surprises around every corner. This game combines different elements that somehow seamlessly fit and makes sense.Its management, fun storytelling, satisfying & addictive gameplay, boss battles, collecting, mini-games, upgrading, exploration, relaxing & sometimes terrifying combat. Not to mention the stunning combination of 2D & 3D pixel art.An absolute GEM made with immaculate detail & love.",0.13076923076923078
"Posted: March 5Early Access Reviewevery once a while a game like this come along and hitting all the perfect spots - awesome mechanics, story and gamplay!",0.5333333333333333
Posted: March 17Early Access ReviewFound a jar of mayonnaise 60m under the sea,0.0
Posted: July 18Hot Pepper Tuna...Hot Pepper Tuna...Hot Pepper Tuna...Hot Pepper Tuna? ♫,0.0
"Posted: January 9Early Access ReviewThis is a very cute, addictive, and stylish game with a lot of potential. My only complaint is that progression in this game seemed too quick for a restaurant management game. With the gameplay loop being as satisfying as it is, I think the game would benefit from slower progression, allowing the players to just relax, explore, and enjoy their time working towards the growth of their restaurant. Slowing the progression of the game down, coupled with enhancements to the procedural generation of the game so that it feels more varied on each dive, I would very much like to see.Overall, this game has a lot of potential. I fell in love with the gameplay, design, music, and style. I just wish that progression was slower so that I could spend more time just diving, cooking, and managing my business.",0.04035353535353534
"Posted: April 22Early Access ReviewI THOUGHT THIS GAME COULDN'T GET ANY MORE FUN, AND THEN I REALIZED IT WAS STILL ONLY IN EARLY ACCESS",0.1
"Posted: November 14, 2022Early Access ReviewThese dives aren't gonna Dave themselves. Buy the game.",-0.4
"Posted: June 19Early Access ReviewIm surprised Devolver Digital didn't get hold of this one first. Delightful game.... Okay, fine. I haven't played it. My partner actually racked up the hours on this whilst Im playing TOTK. Here's her review as a new gamer:- I can choose to avoid fighting if it's too hard- I like finding new fish- Sushi store is a welcome break and nice little mini-game- Upgrading my equipment feels cool- Jellyfish suck- ""BABE! I KILLED THAT ♥♥♥♥♥♥♥ SHARK AHAHAHA""",0.20610795454545458
"Posted: September 10No need to wait for a discount for this game,TRUST ME, this game gives so much than what its worth.the passion and experimentation is seen throughout this whole game and just takes me back to a time where games are not afraid to go away from a simple core mechanic just to have you do something else that gets you into wanting more of things to discover and enjoy!Simple premiseTONS of things to dowitty readable dialogueand wacky plots you can't get enough of30/10you won't regret it",0.09
"Posted: May 10Early Access ReviewOut of 1144 games in my library... This is the only game I have 100% achievements. I haven't been this obsessed with a game since Pokemon Red/Blue came out. Hits nostalgia in the g spot, too.There is a ton to do already for EA. Very few bugs and the few I ran into were not even an annoyance. Very minor. Got fixed very very quickly. The devs are eager to please their players.I recommend this game to everyone!!!!! BUY IT!!!!!!!! You won't regret it!!",-0.22916666666666666
"Posted: December 31, 2022Early Access ReviewThis is a fun little game about diving in the ocean, exploring the depths, then savagely murdering every creature in sight as a sacrifice to the gods of capitalism.The atmosphere is quite nice, characters and creatures are done in a pretty good looking pixel art format, the soundtrack is quite pleasant and generally fits the themes and moods.  There’s plenty of little mini games, events and gameplay variety to keep things fresh beyond the loop of ‘jump in, kill fish, make money’ and overall I found the game engaging all the way through until the end of the early access chapters.  Just about every cutscene is worth watching at least once - they’re incredibly stylish and good for a chuckle.The game makes a big deal about using procgen environments and that “every dive is different” but I honestly didn’t see much of that.   Creature spawns are more or less static and the areas themselves rarely change their layout beyond small, superficial things.  It doesn’t really take away much from the gameplay loop itself, and I probably wouldn’t have even thought about it if the game didn’t make such a big show about calling it out in the first place.My biggest complaint is the controls.   They’re quite clunky, to the point that I’d say the #1 cause of dying for the time I played this was due to some kind of control mishap.  It baffles me a bit that in a game about being underwater and more or less free from the idea of gravity that your aim is locked in to +/- 45 degrees horizontally with no way to aim any higher or lower without awkwardly repositioning poor Dave in the midst of having his butt chomped off by an angry shark.  The choice to require a button press to begin aiming the weapon with a totally separate button to actually fire, neither of which is terribly responsive, can be equally frustrating in more dangerous moments.Adding to that frustration is dying during a boss fight/event section commits the mortal sin of making you rewatch all the unskippable cutscenes/intros every single time you restart it - please, a skip button.   I beg you.I do hope the world generation and control issues get polished up before the game releases, but even if they don’t this is still worth a play if you’re in to the vaguely roguelite gameplay loop and exploration stuff.",0.03779220779220777
"Posted: July 2Deliсious & hilarious!+ Awesome humor!+ Variety of mechanics+ Interesting rich story+ Spirit of discovery+ Balanced management+ Beautiful world+ Relaxing music+ Every dive is unique- QTE-part seems redundant- Sometimes too grindyPure pleasure, one of the most fun game I've played.Tips:1. Raptor + El Nino (Lv.7) - 100% automated customer service2. Tranquilizer Rifle & Net Gun (with upgrades) - the only needed weapons (max fish tanks)3. Best Bei Farm - play ""Find the Pearl"", record it with any soft and playback via 0.25 speed.Аппетитно и задорно!+ Потрясающий юмор!+ Разнообразие механик+ Интересная богатая история+ Дух первооткрывателя+ Сбалансированный менеджмент+ Красивый мир+ Расслабляющая музыка+ Каждое погружение уникально- QTE-часть кажется лишней- Местами много гриндаЧистое удовольствие, одна из самых забавных игр, в которые я играл.Советы:1. Raptor + ElNino (Lv.7) - 100% автоматизированное обслуживание клиентов2. Tranquilizer Rifle & Net Gun (с улучшениями) - единственное необходимое оружие (макс. аквариумы)3. Лучший фарм ""зеленых монеток"" - играть в ""Найди жемчужину"", запись любым софтом и воспроизведение на скорости 0.25",0.33875000000000005
"Posted: November 20, 2022Early Access ReviewSince ive gotten a bit older i only play a little a day as my brain gets fried trying to keep up with everyting going on. i usually play on console as my joints are deformed and it makes playing on the computer painful at times. That being said....I started this game at 7pm and stopped playing, only because adulting dictated i needed to, at 3.45am. i was having a blast! each time i was like ok ill complete this and then do go to bed, but a special event happened, or i got a new upgrade. there is SO MUCH CONTENT for early access. how much will there be for the whole game?! if its any indication, its got to be a big game. im really looking forward to playing more, and for the full release. hopefully our progress will be saved and added with full release, but honestly if not, im game to replay! as far as the graphics and game play, i did run into 2 issues. only 2 bugs for an early release is damn good! bringing your phone out will sometimes cause a red and black screen, ive had that happen 3 times in almost 9 hours of game play. i started the dive and my character never showed up in the ocean. that happened once. so 4 bugs in 9 hours for early access is amazing! also, for those who are a fan of Food Wars, it does have some vibes with the vips. thats all ill say.HAPPY FISHING!",0.028743042671614105
"Posted: January 14Early Access ReviewDAVE THE DIVER... one more dive and it´s 2 a.m.The game in a nutshellDAVE THE DIVER is a pixel-art management action-adventure. Dive by day and run a sushi bar in the evening. Apart from managing your staff, enobling your interior, collecting ingredients and obviously hunting fish for your menu card (which you change daily depending on your hunting success) this game offers much more, but I´ll try to keep it as spoiler-free as possible - it needs to be experienced. The gameplay loop though is highly addictive and once you think you´ve seen it all the game surprises you with another possibility to expand your business, another activity as e.g. mini games or one of its genious and charming cutscenes that introduce the next story or continue a previous.+/-+ beautifully designed - the art style, atmosphere and music/sounds are great and perfectly underline the game´s mood+ explore the ocean and decide what it´ll be on today´s menu+ lovable characters with amusing interactions+ hilarious cutscenes and humor in general+ many pop culture references+ manage your to-do´s, crafting, social media and more with apps on your ingame cellphone+ time events that are always managable+ very polished for an EA game+ as mentioned the gameplay loop is highly addictive - 18 hours in three days says it all+ several storylines, all of which intertwine beautifully+ end bosses for some of the quests and stories+ easy 100% for those who care about achievements+/- although the game uses procedurally generated environments, most of the areas repeat themselves - I hope that this feature will be strengthened in future updates for more variety during the dives- the only negative for me is the QTE parts that appear when you try catching some of the high tier fish, but that depends on and minimizes when you get better gear. The reason behind is just a skill issue - as an older gamer my reflexes are in a downward spiral and I totally suck at QTE...ConclusionAlthough it´s just January 2023 this already is personal GOTY material and there is a reason for the overwhelmingly positive rewievs it has. DAVE THE DIVER still is in Early Access and I´m thrilled for its upcoming content. And since we´re talking about a food related game I´d like to mention that a good meal, and in this case the game itself, is the outcome of the right mix of ingredients, passion and invested love for every step of the work. And that you can feel in every single corner of the game, the attention to detail is truly amazing. This game is so good and entertaining that time really runs and I had to force myself to go to bed. Highly recommended if you´re looking for something unique that already is a masterpiece in its current EA state!",0.20515954475631884
Posted: July 5This is what PC gaming is all about,0.0
"Posted: August 25I am in love and in awe of this game, worth every penny and more. The entire game is a delight, and Dave is so precious.",0.14285714285714285
